256,2
0.029961,0
0.033656,-0.01068
0.03087,-0.0042155
0.02571,-0.009648
-0.005508,-0.037312
0.094063,0.071978
0.059025,0.042742
0.064621,0.04162
0.052914,0.06071
0.20866,0.3335
0.094408,0.013731
0.10472,0.041096
0.20667,0.14243
0.47688,0.026227
-0.73685,-0.055259
-0.033604,0.049274
0.11414,-0.030009
0.0061498,0.086978
0.45781,0.25801
-0.14845,-0.043224
0.013101,-0.046734
0.047174,-0.01588
0.099371,-0.082456
-0.30118,0.018325
-0.02341,-0.019113
-0.022675,-0.023174
-0.11329,-0.056421
-0.079105,0.20999
-0.037164,-0.081677
-0.031125,-0.061473
-0.055008,-0.056725
-0.021596,0.048251
-0.067406,-0.2403
0.033671,-0.093027
-0.022034,-0.096417
-0.025764,-0.04427
-0.19709,-0.075632
0.061967,-0.080485
0.0034449,-0.089051
-0.028451,-0.042488
-0.026509,0.032835
0.35826,-0.14564
0.049955,-0.0058869
-0.041084,-0.067871
-0.029275,-0.12088
0.12708,-0.67691
0.16568,0.30728
0.051939,0.28401
-0.18018,0.41721
0.31603,0.3348
0.5935,-0.63024
0.13427,0.0055996
0.010538,-0.0036677
-0.070519,-0.29086
-0.25232,-0.23932
0.25253,0.31638
0.14951,0.10534
0.016819,0.051501
0.11228,0.088495
0.31445,-0.064403
0.053217,0.096453
0.021337,-0.028176
0.089345,-0.0054694
0.085519,-0.018861
-0.064522,0.16236
-0.009506,0.038269
0.025265,0.034858
-0.11818,0.1227
-0.14484,0.33818
0.021798,-0.042569
0.28706,0.086097
0.12845,0.25588
0.48626,0.1811
-0.69823,-0.24199
0.22474,-0.45005
0.36326,-0.013953
-0.44743,0.50744
0.90251,0.8255
-0.044593,-0.11675
0.2202,-0.21559
0.03243,-0.11854
0.033669,-0.19023
-0.36064,0.036621
-0.055438,-0.077995
-0.092698,-0.0041178
-0.18353,-0.025895
-0.23939,0.22395
0.084598,-0.14469
0.068847,0.050598
0.044993,-0.010117
0.034996,-0.10457
-0.097906,-0.27468
0.037184,-0.059143
-0.096241,-0.11356
-0.25887,-0.048118
-0.34687,0.030365
0.22873,-0.05051
0.055306,0.051965
0.021827,-0.0054983
0.15943,-0.015951
0.041417,-0.48385
0.18654,0.073051
-0.11849,-0.034781
-0.28792,-0.16543
-0.3459,-0.031048
0.2257,-0.052968
0.11086,0.10923
0.051087,0.087824
0.27648,-0.049168
0.070623,-0.4042
0.061269,-0.0079415
-0.15123,-0.086497
-0.23411,-0.20017
-0.16954,0.089985
0.21406,0.031307
0.10388,0.12249
0.024137,0.01731
0.14935,-0.11513
-0.069233,-0.13531
0.046771,-0.031313
-0.013759,0.047927
-0.046053,0.027254
0.022336,0.016565
0.03149,-0.044329
0.041455,0.0058394
0.012712,-0.00083922
0.060175,-0.023968
0.039322,-0.015198
0.025731,0
0.039322,0.015198
0.060175,0.023968
0.012712,0.00083922
0.041455,-0.0058394
0.03149,0.044329
0.022336,-0.016565
-0.046053,-0.027254
-0.013759,-0.047927
0.046771,0.031313
-0.069233,0.13531
0.14935,0.11513
0.024137,-0.01731
0.10388,-0.12249
0.21406,-0.031307
-0.16954,-0.089985
-0.23411,0.20017
-0.15123,0.086497
0.061269,0.0079415
0.070623,0.4042
0.27648,0.049168
0.051087,-0.087824
0.11086,-0.10923
0.2257,0.052968
-0.3459,0.031048
-0.28792,0.16543
-0.11849,0.034781
0.18654,-0.073051
0.041417,0.48385
